
Epoch: [0][900]	Val Loss 6.00 (6.04)	Batch Time 1.203 (3.831)	Data Time 3734.4459 (3.3294)	Loss 6.06468 (8.92186)	
Epoch: [24][900]	Val Loss 4.67 (5.04)	Batch Time 1.348 (5.280)	Data Time 5066.1747 (4.5130)	Loss 4.84315 (4.89843)	
Epoch: [25][900]	Val Loss 4.69 (5.03)	Batch Time 1.419 (3.869)	Data Time 3798.3089 (3.3866)	Loss 5.11731 (4.90312)	
Epoch: [26][900]	Val Loss 4.12 (5.00)	Batch Time 1.426 (3.871)	Data Time 3798.8355 (3.3869)	Loss 5.31716 (4.90186)	
Epoch: [27][900]	Val Loss 4.85 (5.02)	Batch Time 1.400 (3.932)	Data Time 3853.4693 (3.4351)	Loss 4.68700 (4.89783)	
Epoch: [28][900]	Val Loss 6.14 (5.01)	Batch Time 1.356 (3.929)	Data Time 3850.9191 (3.4342)	Loss 3.95910 (4.89209)	
Epoch: [29][900]	Val Loss 4.65 (5.00)	Batch Time 1.356 (3.921)	Data Time 3843.5484 (3.4265)	Loss 4.66023 (4.89112)	
Epoch: [30][900]	Val Loss 4.80 (5.03)	Batch Time 1.384 (3.914)	Data Time 3838.7991 (3.4230)	Loss 4.19321 (4.90002)	
Epoch: [31][900]	Val Loss 4.66 (5.02)	Batch Time 1.421 (3.908)	Data Time 3831.4821 (3.4156)	Loss 5.43792 (4.90571)	
Epoch: [32][900]	Val Loss 4.68 (5.02)	Batch Time 1.332 (3.908)	Data Time 3832.4101 (3.4163)	Loss 5.05395 (4.89196)	
Epoch: [33][900]	Val Loss 4.82 (5.03)	Batch Time 1.319 (3.856)	Data Time 3783.4699 (3.3739)	Loss 5.27827 (4.89225)	
Epoch: [34][900]	Val Loss 5.33 (5.01)	Batch Time 1.402 (3.859)	Data Time 3783.2890 (3.3728)	Loss 5.27655 (4.90642)	
Epoch: [35][900]	Val Loss 4.96 (4.99)	Batch Time 1.372 (3.878)	Data Time 3802.5149 (3.3903)	Loss 4.51729 (4.89316)	
Epoch: [36][900]	Val Loss 5.67 (4.99)	Batch Time 1.361 (3.887)	Data Time 3807.5082 (3.3946)	Loss 4.79494 (4.90232)	
Epoch: [37][900]	Val Loss 4.44 (5.02)	Batch Time 1.397 (3.868)	Data Time 3791.8858 (3.3804)	Loss 5.28665 (4.89983)	
Epoch: [38][900]	Val Loss 5.29 (5.00)	Batch Time 1.392 (3.842)	Data Time 3766.5706 (3.3580)	Loss 4.91428 (4.89508)	
Epoch: [39][900]	Val Loss 4.95 (5.01)	Batch Time 1.278 (3.841)	Data Time 3768.5148 (3.3599)	Loss 3.96440 (4.90426)	
Epoch: [40][900]	Val Loss 4.74 (5.04)	Batch Time 1.323 (3.853)	Data Time 3776.6303 (3.3671)	Loss 4.37914 (4.89424)	
Epoch: [41][900]	Val Loss 4.82 (4.99)	Batch Time 1.336 (3.850)	Data Time 3778.6052 (3.3691)	Loss 4.67084 (4.89787)	
Epoch: [42][900]	Val Loss 4.96 (5.00)	Batch Time 1.283 (3.859)	Data Time 3784.0966 (3.3740)	Loss 5.18948 (4.89849)	
Epoch: [43][900]	Val Loss 5.06 (4.99)	Batch Time 1.403 (3.864)	Data Time 3789.8467 (3.3789)	Loss 4.90256 (4.90038)	
Epoch: [44][900]	Val Loss 5.17 (5.01)	Batch Time 1.324 (3.877)	Data Time 3802.7106 (3.3902)	Loss 3.79413 (4.89382)	
Epoch: [45][900]	Val Loss 4.69 (5.02)	Batch Time 1.448 (5.802)	Data Time 5542.0166 (4.9359)	Loss 5.01419 (4.88809)	
Epoch: [46][900]	Val Loss 5.84 (4.99)	Batch Time 1.326 (4.245)	Data Time 4137.0304 (3.6872)	Loss 4.77513 (4.89937)	
Epoch: [47][900]	Val Loss 4.91 (5.00)	Batch Time 1.294 (3.916)	Data Time 3839.2161 (3.4220)	Loss 4.42365 (4.89049)	
Epoch: [48][900]	Val Loss 5.53 (5.00)	Batch Time 1.317 (3.922)	Data Time 3845.7148 (3.4290)	Loss 4.81879 (4.89040)	
Epoch: [49][900]	Val Loss 5.57 (5.00)	Batch Time 1.403 (3.959)	Data Time 3882.2007 (3.4612)	Loss 3.87155 (4.88693)	
Epoch: [50][900]	Val Loss 5.61 (5.02)	Batch Time 1.386 (3.945)	Data Time 3868.4512 (3.4488)	Loss 4.63195 (4.89631)	
Epoch: [51][900]	Val Loss 5.27 (5.00)	Batch Time 1.416 (3.948)	Data Time 3871.2716 (3.4513)	Loss 4.99058 (4.90571)	
Epoch: [52][900]	Val Loss 5.65 (5.01)	Batch Time 1.344 (3.938)	Data Time 3862.3454 (3.4433)	Loss 4.41572 (4.88988)	
Epoch: [53][900]	Val Loss 4.26 (5.02)	Batch Time 1.355 (3.940)	Data Time 3864.7585 (3.4455)	Loss 5.42318 (4.89345)	
Epoch: [54][900]	Val Loss 4.80 (5.02)	Batch Time 1.364 (3.935)	Data Time 3857.9406 (3.4392)	Loss 4.68415 (4.89249)
Epoch: [38][180]	Val Loss 5.70 (5.04)	Batch Time 3.941 (3.954)	Data Time 781.9427 (3.5273)	Loss 5.00142 (inf)	
Epoch: [39][180]	Val Loss 5.37 (5.04)	Batch Time 3.824 (3.912)	Data Time 774.3985 (3.4930)	Loss 5.75352 (inf)	
Epoch: [40][180]	Val Loss 5.32 (5.03)	Batch Time 4.041 (3.974)	Data Time 783.4673 (3.5326)	Loss 4.78035 (inf)	
Epoch: [41][180]	Val Loss 4.90 (5.01)	Batch Time 3.764 (3.779)	Data Time 746.4079 (3.3698)	Loss 5.01137 (inf)	
Epoch: [42][180]	Val Loss 4.76 (4.98)	Batch Time 3.954 (3.967)	Data Time 782.4866 (3.5285)	Loss 4.71953 (inf)	
Epoch: [43][180]	Val Loss 5.20 (4.98)	Batch Time 3.833 (4.008)	Data Time 792.3101 (3.5729)	Loss 4.19466 (inf)	
Epoch: [44][180]	Val Loss 4.83 (4.99)	Batch Time 3.902 (3.905)	Data Time 769.4506 (3.4719)	Loss 4.39842 (inf)	
Epoch: [45][180]	Val Loss 5.02 (4.93)	Batch Time 3.965 (3.982)	Data Time 784.8509 (3.5409)	Loss 4.56854 (inf)	
Epoch: [46][180]	Val Loss 5.33 (4.96)	Batch Time 3.932 (4.009)	Data Time 791.0486 (3.5687)	Loss 4.92988 (inf)	
Epoch: [47][180]	Val Loss 4.65 (4.91)	Batch Time 3.914 (3.980)	Data Time 786.1595 (3.5457)	Loss 4.56708 (inf)	
Epoch: [48][180]	Val Loss 5.40 (4.90)	Batch Time 3.857 (3.975)	Data Time 784.9918 (3.5396)	Loss 4.94886 (inf)	
Epoch: [49][450]	Val Loss 4.64 (5.01)	Batch Time 2.638 (7.503)	Data Time 3689.0946 (6.5713)	Loss 4.76933 (4.90728)	
Epoch: [50][450]	Val Loss 5.12 (5.00)	Batch Time 2.667 (7.565)	Data Time 3714.7036 (6.6160)	Loss 4.46115 (4.89128)	
Epoch: [51][450]	Val Loss 5.65 (5.01)	Batch Time 2.783 (7.379)	Data Time 3631.5965 (6.4690)	Loss 4.74398 (4.88378)	
Epoch: [52][450]	Val Loss 4.36 (5.01)	Batch Time 2.511 (7.515)	Data Time 3677.8428 (6.5511)	Loss 4.95657 (4.88120)	
Epoch: [53][450]	Val Loss 5.37 (5.00)	Batch Time 2.588 (7.505)	Data Time 3686.4248 (6.5666)	Loss 4.67727 (4.88577)	
Epoch: [54][450]	Val Loss 5.27 (5.01)	Batch Time 2.637 (7.129)	Data Time 3518.4908 (6.2678)	Loss 5.60000 (4.88759)	
Epoch: [55][450]	Val Loss 5.63 (5.00)	Batch Time 1.425 (7.114)	Data Time 3513.4530 (6.2585)	Loss 4.60093 (4.89019)	
Epoch: [56][450]	Val Loss 4.47 (5.01)	Batch Time 2.759 (7.363)	Data Time 3626.6943 (6.4603)	Loss 4.87868 (4.87812)	
Epoch: [49][180]	Val Loss 4.65 (4.95)	Batch Time 7.471 (7.538)	Data Time 1483.4620 (6.6377)	Loss 4.73841 (5.05113)	
Epoch: [50][180]	Val Loss 4.95 (4.94)	Batch Time 7.570 (7.625)	Data Time 1498.8934 (6.6995)	Loss 5.33854 (5.03204)	
Epoch: [51][180]	Val Loss 5.10 (4.90)	Batch Time 7.469 (7.608)	Data Time 1497.8564 (6.6967)	Loss 4.73586 (5.02409)	
Epoch: [52][180]	Val Loss 4.59 (4.94)	Batch Time 7.454 (7.604)	Data Time 1496.0200 (6.6871)	Loss 4.79677 (5.02999)	
Epoch: [53][180]	Val Loss 4.70 (4.93)	Batch Time 7.593 (7.578)	Data Time 1491.1728 (6.6661)	Loss 4.74121 (5.01817)	
Epoch: [54][180]	Val Loss 4.61 (4.92)	Batch Time 7.400 (7.587)	Data Time 1492.3664 (6.6706)	Loss 4.86935 (5.01044)	
Epoch: [55][180]	Val Loss 4.93 (4.93)	Batch Time 7.158 (7.208)	Data Time 1423.9704 (6.3700)	Loss 4.35426 (5.01320)	
Epoch: [56][180]	Val Loss 5.04 (4.92)	Batch Time 7.510 (7.598)	Data Time 1492.8606 (6.6729)	Loss 5.19815 (5.02074)	
Epoch: [57][180]	Val Loss 5.25 (4.89)	Batch Time 7.611 (7.692)	Data Time 1505.5109 (6.7370)	Loss 5.34905 (5.01307)	
Epoch: [58][180]	Val Loss 4.81 (4.89)	Batch Time 6.945 (7.177)	Data Time 1419.9960 (6.3514)	Loss 4.98020 (5.01264)	
Epoch: [59][180]	Val Loss 5.06 (4.90)	Batch Time 7.632 (7.647)	Data Time 1504.3165 (6.7252)	Loss 4.88245 (5.01952)	
Epoch: [60][180]	Val Loss 5.10 (4.92)	Batch Time 7.264 (7.523)	Data Time 1479.6731 (6.6147)	Loss 5.11943 (5.00928)	
Epoch: [61][180]	Val Loss 4.31 (4.91)	Batch Time 7.565 (7.643)	Data Time 1503.8158 (6.7220)	Loss 5.39274 (5.01253)	
Epoch: [62][180]	Val Loss 4.96 (4.90)	Batch Time 7.612 (7.639)	Data Time 1496.6735 (6.6924)	Loss 5.18988 (5.00488)	
Epoch: [63][180]	Val Loss 4.47 (4.90)	Batch Time 6.925 (7.199)	Data Time 1417.2452 (6.3403)	Loss 4.53703 (4.99095)	
Epoch: [64][180]	Val Loss 5.36 (4.91)	Batch Time 7.508 (7.612)	Data Time 1498.0096 (6.6976)	Loss 4.82095 (5.00998)	
Epoch: [65][180]	Val Loss 5.07 (4.93)	Batch Time 6.558 (7.055)	Data Time 1385.8060 (6.1987)	Loss 5.30699 (5.00562)	
Epoch: [66][180]	Val Loss 4.74 (4.92)	Batch Time 6.887 (7.031)	Data Time 1380.1748 (6.1723)	Loss 5.05906 (5.00658)	
Epoch: [67][180]	Val Loss 5.09 (4.89)	Batch Time 7.000 (6.823)	Data Time 1343.8720 (6.0104)	Loss 4.50348 (4.99749)	
Epoch: [68][180]	Val Loss 5.40 (4.89)	Batch Time 6.931 (6.796)	Data Time 1340.0370 (5.9959)	Loss 5.10668 (5.00943)	
Epoch: [69][180]	Val Loss 5.19 (4.89)	Batch Time 6.747 (6.801)	Data Time 1338.7236 (5.9894)	Loss 5.28491 (4.98577)	
Epoch: [70][180]	Val Loss 4.24 (4.89)	Batch Time 7.064 (6.955)	Data Time 1365.5400 (6.1077)	Loss 4.27045 (4.99899)	
Epoch: [71][180]	Val Loss 4.97 (4.91)	Batch Time 6.852 (6.803)	Data Time 1341.0836 (6.0002)	Loss 4.35783 (4.99155)	
Epoch: [72][180]	Val Loss 5.19 (4.91)	Batch Time 6.909 (6.849)	Data Time 1343.6579 (6.0112)	Loss 4.55713 (4.99631)	
Epoch: [73][180]	Val Loss 4.41 (4.90)	Batch Time 6.889 (6.803)	Data Time 1338.9152 (5.9897)	Loss 5.15828 (5.00004)	
Epoch: [74][180]	Val Loss 4.73 (4.90)	Batch Time 6.966 (6.931)	Data Time 1364.5147 (6.1018)	Loss 5.89730 (4.99443)	
Epoch: [75][180]	Val Loss 4.95 (4.91)	Batch Time 6.985 (6.977)	Data Time 1369.5965 (6.1239)	Loss 4.98494 (5.00243)	
Epoch: [76][180]	Val Loss 4.89 (4.92)	Batch Time 6.819 (6.791)	Data Time 1336.0456 (5.9758)	Loss 5.34171 (5.00783)	
Epoch: [77][180]	Val Loss 5.05 (4.88)	Batch Time 6.733 (6.814)	Data Time 1340.6553 (5.9971)	Loss 4.98344 (5.00329)	
Epoch: [78][180]	Val Loss 5.15 (4.91)	Batch Time 6.768 (6.786)	Data Time 1334.9891 (5.9720)	Loss 5.34333 (4.98012)	
Epoch: [79][180]	Val Loss 5.07 (4.88)	Batch Time 6.481 (6.776)	Data Time 1333.3817 (5.9643)	Loss 5.87039 (4.99614)	
Epoch: [80][180]	Val Loss 5.02 (4.92)	Batch Time 6.665 (6.930)	Data Time 1365.6050 (6.1217)	Loss 4.96350 (4.99479)	
Epoch: [81][180]	Val Loss 4.93 (4.91)	Batch Time 6.673 (13.844)	Data Time 2608.9845 (11.6128)	Loss 4.69226 (4.99227)	
Epoch: [82][180]	Val Loss 4.82 (4.90)	Batch Time 6.830 (6.760)	Data Time 1334.2286 (5.9689)	Loss 4.84688 (4.98739)	
Epoch: [83][180]	Val Loss 4.34 (4.90)	Batch Time 6.688 (6.857)	Data Time 1350.7797 (6.0423)	Loss 5.51338 (5.00265)	
Epoch: [84][180]	Val Loss 4.79 (4.92)	Batch Time 6.707 (6.728)	Data Time 1325.7605 (5.9310)	Loss 5.17983 (4.99218)	
Epoch: [85][180]	Val Loss 5.16 (4.89)	Batch Time 6.668 (6.722)	Data Time 1326.0408 (5.9318)	Loss 5.50953 (4.98960)	
Epoch: [86][180]	Val Loss 5.01 (4.91)	Batch Time 6.728 (6.758)	Data Time 1330.7999 (5.9531)	Loss 5.14032 (4.98731)	
Epoch: [87][180]	Val Loss 4.91 (4.91)	Batch Time 6.534 (6.752)	Data Time 1328.6711 (5.9436)	Loss 4.92982 (4.98516)	
Epoch: [88][180]	Val Loss 5.19 (4.92)	Batch Time 6.797 (6.948)	Data Time 1367.4101 (6.1180)	Loss 5.07796 (4.99319)	
Epoch: [89][180]	Val Loss 4.84 (4.91)	Batch Time 6.976 (6.989)	Data Time 1373.2749 (6.1495)	Loss 4.60604 (4.99651)	
Epoch: [90][180]	Val Loss 4.87 (4.91)	Batch Time 6.707 (6.932)	Data Time 1362.0617 (6.0921)	Loss 5.03866 (4.99487)	
Epoch: [91][180]	Val Loss 4.67 (4.90)	Batch Time 6.668 (6.603)	Data Time 1306.9036 (5.8494)	Loss 4.79607 (4.98960)	
